worker,language,age,gender,education,block,qType,cond,scenario,who,whoCorrect,what,whatCorrect,where,whereCorrect,month,monthCorrect,day,dayCorrect,time,timeCorrect,ampm,ampmCorrect,responseTime,comments,SUS,polarity,response,mental,physical,temp,success,perf,stress,preference
354d3330590c7dea104fbed406b7a034--1513281679,No,65+,Male,Ed2,2,comments,ext,comments,,,,,,,,,,,,,,,1068,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513281679,No,65+,Male,Ed2,NA,questionnaire,b,NA,,,,,,,,,,,,,,,7248,,,,,18,17,16,15,14,13,12
354d3330590c7dea104fbed406b7a034--1513281896,No,65+,Male,Ed2,1,training,ext,train,Cube*,,airport*,,Bonoboland*,,December,,10,,10:00,,AM*,,10624,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513281896,No,65+,Male,Ed2,1,test,ext,Scenario1,Coral,False,train,False,Omegaland,False,May,False,4,False,9:00,False,PM,False,15478,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513281896,No,65+,Male,Ed2,1,comments,ext,comments,,,,,,,,,,,,,,,2369,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513281896,No,65+,Male,Ed2,2,training,orig,train,Cube*,,outdoor-mall,,Bonoboland*,,October,,29,,8:00,,PM,,12567,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513281896,No,65+,Male,Ed2,2,test,orig,Scenario7,Rectangle,False,hospital,False,Flyland,False,July,False,3,False,9:00,False,PM*,True,12554,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513281896,No,65+,Male,Ed2,2,comments,orig,comments,,,,,,,,,,,,,,,2351,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513281896,No,65+,Male,Ed2,NA,questionnaire,b,NA,,,,,,,,,,,,,,,8396,,,,,1,1,1,1,1,1,1
354d3330590c7dea104fbed406b7a034--1513282083,Yes,30-49,Female,Ed2,1,training,ext,train,Sphere,,military-base,,Bonoboland*,,October,,29,,5:00,,AM*,,10795,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513282083,Yes,30-49,Female,Ed2,1,test,ext,Scenario4,Rose,False,financial,False,Xiland,False,November,False,14,False,4:00,False,PM,False,12680,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513282083,Yes,30-49,Female,Ed2,1,comments,ext,comments,,,,,,,,,,,,,,,1200,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513282083,Yes,30-49,Female,Ed2,2,training,orig,train,Tetrahedron,,military-base,,Gibbonland,,October,,28,,8:00,,PM,,12036,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513282083,Yes,30-49,Female,Ed2,2,test,orig,Scenario8,Raven,False,stock-market,False,Perchland,False,October,False,8,False,9:00,False,AM*,True,11431,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513282083,Yes,30-49,Female,Ed2,2,comments,orig,comments,,,,,,,,,,,,,,,1299,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513282083,Yes,30-49,Female,Ed2,NA,questionnaire,b,NA,,,,,,,,,,,,,,,6850,,,,,19,18,17,16,15,14,13
354d3330590c7dea104fbed406b7a034--1513282173,Yes,50-64,Female,Ed2,1,training,orig,train,Cube*,,outdoor-mall,,Bonoboland*,,May,,7,,6:00,,PM,,11486,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513282173,Yes,50-64,Female,Ed2,1,test,orig,Scenario1,Purple,False,train,False,Tauland,False,September,False,31,False,9:00,False,PM,False,13825,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513282173,Yes,50-64,Female,Ed2,1,comments,orig,comments,,,,,,,,,,,,,,,1372,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513282173,Yes,50-64,Female,Ed2,2,training,ext,train,Tetrahedron,,outdoor-mall,,Gibbonland,,July,,8,,11:00,,AM*,,9634,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513282173,Yes,50-64,Female,Ed2,2,test,ext,Scenario7,Square,False,hospital,False,Cricketland,False,August,False,15,False,10:00*,True,PM*,True,13652,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513282173,Yes,50-64,Female,Ed2,2,comments,ext,comments,,,,,,,,,,,,,,,1022,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513282173,Yes,50-64,Female,Ed2,NA,questionnaire,b,NA,,,,,,,,,,,,,,,8169,,,,,11,11,11,11,11,11,11
354d3330590c7dea104fbed406b7a034--1513282442,No,18-29,Female,Ed1,1,training,orig,train,Sphere,,military-base,,Lemurland,,September,,13,,4:00,,PM,,9008,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513282442,No,18-29,Female,Ed1,1,test,orig,Scenario4,Turquoise,False,financial,False,Sigmaland,False,June,False,14,False,5:00,False,AM*,True,9714,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513282442,No,18-29,Female,Ed1,1,comments,orig,comments,,,,,,,,,,,,,,,5486,1%2C 7,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513282442,No,18-29,Female,Ed1,2,training,ext,train,Tetrahedron,,military-base,,Bonoboland*,,July,,10,,7:00,,PM,,9800,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513282442,No,18-29,Female,Ed1,2,test,ext,Scenario7,Octagon,False,power-plant,False,Flyland,False,October,False,18,False,8:00,False,AM,False,11530,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513282442,No,18-29,Female,Ed1,2,comments,ext,comments,,,,,,,,,,,,,,,4983,1%2C 7,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513282442,No,18-29,Female,Ed1,NA,questionnaire,b,NA,,,,,,,,,,,,,,,8733,,,,,21,21,21,21,21,21,21
354d3330590c7dea104fbed406b7a034--1513282541,Yes,50-64,Other/prefer not to say ,Ed2,1,training,orig,train,Sphere,,military-base,,Lemurland,,May,,27,,8:00,,PM,,8674,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513282541,Yes,50-64,Other/prefer not to say ,Ed2,1,test,orig,Scenario1,Gold,False,financial-institution*,True,Psiland*,True,March,False,9,False,4:00,False,AM*,True,9683,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513282541,Yes,50-64,Other/prefer not to say ,Ed2,1,comments,orig,comments,,,,,,,,,,,,,,,6542,4%2C 7,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513282541,Yes,50-64,Other/prefer not to say ,Ed2,2,training,ext,train,Tetrahedron,,military-base,,Gibbonland,,July,,18,,7:00,,PM,,9244,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513282541,Yes,50-64,Other/prefer not to say ,Ed2,2,test,ext,Scenario7,Octagon,False,museum,False,Flyland,False,July,False,17,False,6:00,False,PM*,True,13926,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513282541,Yes,50-64,Other/prefer not to say ,Ed2,2,comments,ext,comments,,,,,,,,,,,,,,,5298,4%2C 7,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513282541,Yes,50-64,Other/prefer not to say ,Ed2,NA,questionnaire,a,NA,,,,,,,,,,,,,,,10548,,,,,4,4,4,4,4,4,4
354d3330590c7dea104fbed406b7a034--1513282636,No,50-64,Other/prefer not to say ,Ed1,1,training,ext,train,Tetrahedron,,military-base,,Bonoboland*,,September,,13,,3:00,,AM*,,8864,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513282636,No,50-64,Other/prefer not to say ,Ed1,1,test,ext,Scenario7,Square,False,museum,False,Hornetland,False,September*,True,3,False,3:00,False,AM,False,12277,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513282636,No,50-64,Other/prefer not to say ,Ed1,1,comments,ext,comments,,,,,,,,,,,,,,,5269,4%2C 7,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513282636,No,50-64,Other/prefer not to say ,Ed1,2,training,orig,train,Tetrahedron,,outdoor-mall,,Gibbonland,,July,,22,,6:00,,AM*,,9441,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513282636,No,50-64,Other/prefer not to say ,Ed1,2,test,orig,Scenario1,Purple,False,embassy,False,Psiland*,True,July,False,13,False,6:00,False,AM*,True,10018,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513282636,No,50-64,Other/prefer not to say ,Ed1,2,comments,orig,comments,,,,,,,,,,,,,,,6562,7%2C 4,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513282636,No,50-64,Other/prefer not to say ,Ed1,NA,questionnaire,b,NA,,,,,,,,,,,,,,,10563,,,,,15,15,15,15,15,15,15
354d3330590c7dea104fbed406b7a034--1513283393,No,30-49,Female,Ed1,1,training,orig,train,Sphere,,military-base,,Lemurland,,April,,5,,4:00,,AM*,,9153,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513283393,No,30-49,Female,Ed1,1,test,orig,Scenario7,Hexagon,False,hospital,False,Tickland*,True,April,False,3,False,4:00,False,AM,False,9985,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513283393,No,30-49,Female,Ed1,1,comments,orig,comments,,,,,,,,,,,,,,,5492,74,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513283393,No,30-49,Female,Ed1,2,training,ext,train,Cube*,,military-base,,Gibbonland,,June,,6,,4:00,,PM,,12074,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513283393,No,30-49,Female,Ed1,2,test,ext,Scenario4,Turquoise,False,financial,False,Omicronland*,True,July,False,9,False,7:00,False,AM*,True,21813,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513283393,No,30-49,Female,Ed1,2,comments,ext,comments,,,,,,,,,,,,,,,4154,74,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513283393,No,30-49,Female,Ed1,NA,questionnaire,b,NA,,,,,,,,,,,,,,,12104,,,,,15,15,15,15,15,15,15
